Gene stable ID	RefSeq mRNA ID
ENSMUSG00000121648	
ENSMUSG00000079272	
ENSMUSG00000032571	
ENSMUSG00000094804	
ENSMUSG00000105745	
ENSMUSG00000091577	
ENSMUSG00000020150	NM_001347119
ENSMUSG00000002733	NM_031256
ENSMUSG00000114783	
ENSMUSG00000104837	
ENSMUSG00000028894	
ENSMUSG00000121654	
ENSMUSG00000091470	
ENSMUSG00000032571	
ENSMUSG00000097825	
ENSMUSG00000114836	
ENSMUSG00000091146	
ENSMUSG00000002733	
ENSMUSG00000032571	
ENSMUSG00000121672	
ENSMUSG00000091281	
ENSMUSG00000028894	
ENSMUSG00000032571	
ENSMUSG00000095518	
ENSMUSG00000097825	
ENSMUSG00000094772	
ENSMUSG00000020150	
ENSMUSG00000121676	
ENSMUSG00000024312	NM_020603
ENSMUSG00000062949	
ENSMUSG00000121676	
ENSMUSG00000020150	
ENSMUSG00000097825	
ENSMUSG00000032571	
ENSMUSG00000114852	NM_001384240
ENSMUSG00000024312	
ENSMUSG00000105634	
ENSMUSG00000024312	
ENSMUSG00000032571	
ENSMUSG00000028894	
ENSMUSG00000104665	
ENSMUSG00000113508	
ENSMUSG00000084659	
ENSMUSG00000104986	
ENSMUSG00000003378	
ENSMUSG00000028894	
ENSMUSG00000028894	
ENSMUSG00000063354	
ENSMUSG00000062949	NM_001001798
ENSMUSG00000062949	NM_001359002
ENSMUSG00000121685	
ENSMUSG00000024312	
ENSMUSG00000028894	
ENSMUSG00000076119	
ENSMUSG00000114152	
ENSMUSG00000121705	
ENSMUSG00000062949	NM_001037863
ENSMUSG00000096192	
ENSMUSG00000121707	
ENSMUSG00000067370	NM_019420
ENSMUSG00000121707	
ENSMUSG00000113836	
ENSMUSG00000121730	
ENSMUSG00000121730	
ENSMUSG00000113081	
ENSMUSG00000063354	NM_028064
ENSMUSG00000062949	
ENSMUSG00000121731	
ENSMUSG00000063354	
ENSMUSG00000063354	
ENSMUSG00000113109	
ENSMUSG00000121737	
ENSMUSG00000074830	
ENSMUSG00000021789	
ENSMUSG00000121764	
ENSMUSG00000115987	
ENSMUSG00000028949	
ENSMUSG00000082396	
ENSMUSG00000062949	
ENSMUSG00000008668	
ENSMUSG00000121771	
ENSMUSG00000115987	
ENSMUSG00000119039	
ENSMUSG00000070081	
ENSMUSG00000115987	
ENSMUSG00000113701	
ENSMUSG00000121795	
ENSMUSG00000021789	NM_023134
ENSMUSG00000121795	
ENSMUSG00000079583	
ENSMUSG00000079583	NM_001039240
ENSMUSG00000114782	
ENSMUSG00000008668	
ENSMUSG00000120414	
ENSMUSG00000121795	
ENSMUSG00000120414	
ENSMUSG00000121795	
ENSMUSG00000120414	
ENSMUSG00000121795	
ENSMUSG00000121795	
ENSMUSG00000121795	
ENSMUSG00000121795	
ENSMUSG00000115987	NM_001305668
ENSMUSG00000114677	
ENSMUSG00000121814	
ENSMUSG00000113626	
ENSMUSG00000121820	
ENSMUSG00000121820	
ENSMUSG00000121820	
ENSMUSG00000121820	
ENSMUSG00000121820	
ENSMUSG00000115987	NM_025842
ENSMUSG00000121820	
ENSMUSG00000121820	
ENSMUSG00000121820	
ENSMUSG00000008668	
ENSMUSG00000055553	
ENSMUSG00000121820	
ENSMUSG00000008668	
ENSMUSG00000121820	
ENSMUSG00000028890	
ENSMUSG00000055553	
ENSMUSG00000015357	NM_011802
ENSMUSG00000113623	
ENSMUSG00000037780	NM_010775
ENSMUSG00000067764	
ENSMUSG00000059323	
ENSMUSG00000121822	
ENSMUSG00000015357	
ENSMUSG00000008668	NM_011296
ENSMUSG00000015357	
ENSMUSG00000028890	
ENSMUSG00000037780	
ENSMUSG00000067764	NM_031493
ENSMUSG00000028890	
ENSMUSG00000082629	
ENSMUSG00000028890	
ENSMUSG00000081253	
ENSMUSG00000121822	
ENSMUSG00000109368	
ENSMUSG00000008668	
ENSMUSG00000015357	NM_001044389
ENSMUSG00000028890	NM_008636
ENSMUSG00000118423	
ENSMUSG00000055553	NM_029366
ENSMUSG00002075098	
ENSMUSG00000008668	
ENSMUSG00000055553	
ENSMUSG00000059571	
ENSMUSG00000078570	
ENSMUSG00000008668	
ENSMUSG00000111712	
ENSMUSG00000055553	
ENSMUSG00000111725	
ENSMUSG00000008668	
ENSMUSG00000055553	
ENSMUSG00000008668	
ENSMUSG00000055553	
ENSMUSG00000110913	
ENSMUSG00000121855	
ENSMUSG00000008668	
ENSMUSG00000055553	
ENSMUSG00000055553	
ENSMUSG00000121855	NM_001399813
ENSMUSG00000121855	NM_001378597
ENSMUSG00000096641	
ENSMUSG00000003378	NM_001402848
ENSMUSG00000003378	NM_008168
ENSMUSG00000003378	NM_001402847
ENSMUSG00000003378	NM_001402849
ENSMUSG00000003378	NM_001360067
ENSMUSG00000021795	NM_009160
ENSMUSG00000031365	NM_031494
ENSMUSG00000121884	NM_001033770
ENSMUSG00000021795	
ENSMUSG00000096330	
ENSMUSG00000003378	
ENSMUSG00000121890	
ENSMUSG00000114927	
ENSMUSG00000028949	NM_025891
ENSMUSG00000121890	
ENSMUSG00000092055	
ENSMUSG00000119656	
ENSMUSG00000003378	
ENSMUSG00000121890	
ENSMUSG00000091808	
ENSMUSG00000078570	NM_001347196
ENSMUSG00000078570	NM_001404054
ENSMUSG00000091847	
ENSMUSG00000091486	
ENSMUSG00000003378	
ENSMUSG00000078570	
ENSMUSG00000091016	
ENSMUSG00000003378	
ENSMUSG00000003378	
ENSMUSG00000028949	
ENSMUSG00000090505	
ENSMUSG00000028949	
ENSMUSG00000078570	
ENSMUSG00000079266	
ENSMUSG00000090519	
ENSMUSG00000078570	
ENSMUSG00000028949	
ENSMUSG00000031365	NM_001160229
ENSMUSG00000028949	
ENSMUSG00000078570	NM_001142727
ENSMUSG00000078570	NM_001404055
ENSMUSG00000078570	NM_001404057
ENSMUSG00000078570	NM_001404056
ENSMUSG00000031365	
ENSMUSG00000028949	
ENSMUSG00000090487	
ENSMUSG00000096966	NM_001419142
ENSMUSG00000028949	
ENSMUSG00000097110	
ENSMUSG00000028949	
ENSMUSG00000076387	
ENSMUSG00000103141	
ENSMUSG00000091930	
ENSMUSG00000091930	NM_001105191
ENSMUSG00000096574	NM_001378650
ENSMUSG00000096574	
ENSMUSG00000096574	
ENSMUSG00000096574	
ENSMUSG00000093766	
ENSMUSG00000096574	
ENSMUSG00000024104	NM_026585
ENSMUSG00000045252	
ENSMUSG00000024104	
ENSMUSG00000045252	
ENSMUSG00000079391	
ENSMUSG00000096793	
ENSMUSG00000043659	NM_175678
ENSMUSG00000045252	NM_001168506
ENSMUSG00000045252	NM_175477
ENSMUSG00000096793	
ENSMUSG00000043659	
ENSMUSG00000096793	
ENSMUSG00000096793	NM_001309401
ENSMUSG00000043659	
ENSMUSG00000059323	NM_183091
ENSMUSG00000045252	
ENSMUSG00000028889	NM_153566
ENSMUSG00000031374	NM_009566
ENSMUSG00000043659	
ENSMUSG00000028889	
ENSMUSG00000043066	
ENSMUSG00000024104	
ENSMUSG00000111002	
ENSMUSG00000059323	
ENSMUSG00000095195	
ENSMUSG00000027692	
ENSMUSG00000031374	NM_001310531
ENSMUSG00000028889	
ENSMUSG00000059323	
ENSMUSG00000024104	
ENSMUSG00000085969	
ENSMUSG00000095195	
ENSMUSG00000043066	
ENSMUSG00000095195	
ENSMUSG00000043066	
ENSMUSG00000024104	
ENSMUSG00000095195	
ENSMUSG00000043066	
ENSMUSG00000059323	
ENSMUSG00000095195	NM_001374136
ENSMUSG00000095195	NM_001374135
ENSMUSG00000095195	NM_001374134
ENSMUSG00000024104	
ENSMUSG00000043066	NM_134230
ENSMUSG00000095466	
ENSMUSG00000069565	
ENSMUSG00000059323	
ENSMUSG00000093487	
ENSMUSG00000109949	
ENSMUSG00000042763	NM_001007573
ENSMUSG00000031372	NM_011907
ENSMUSG00000059323	
ENSMUSG00000059323	
ENSMUSG00000094258	
ENSMUSG00000110255	
ENSMUSG00000094258	
ENSMUSG00000110098	
ENSMUSG00000005763	NM_001113392
ENSMUSG00000024104	
ENSMUSG00000024104	
ENSMUSG00000096901	
ENSMUSG00000028876	NM_177671
ENSMUSG00000024104	
ENSMUSG00000041837	NM_016688
ENSMUSG00000024104	
ENSMUSG00000090472	
ENSMUSG00000019428	NM_010223
ENSMUSG00000005763	NM_001113391
ENSMUSG00000041837	
ENSMUSG00000024104	
ENSMUSG00000091657	
ENSMUSG00000024104	
ENSMUSG00000041837	
ENSMUSG00000005763	NM_031162
ENSMUSG00000024104	
ENSMUSG00000107577	
ENSMUSG00000091756	
ENSMUSG00000074465	
ENSMUSG00000088104	
ENSMUSG00000086228	
ENSMUSG00000005763	
ENSMUSG00000090764	
ENSMUSG00000019428	NM_001111066
ENSMUSG00000041360	NM_177474
ENSMUSG00000041360	NM_001403084
ENSMUSG00000090764	
ENSMUSG00000028876	NM_001256432
ENSMUSG00000091114	
ENSMUSG00000005763	NM_001113393
ENSMUSG00000028876	
ENSMUSG00000019428	
ENSMUSG00000005763	
ENSMUSG00000019428	NM_001199631
ENSMUSG00000085263	
ENSMUSG00000005763	
ENSMUSG00000019428	
ENSMUSG00000079389	
ENSMUSG00000086228	NM_001111145
ENSMUSG00000086228	NM_001373909
ENSMUSG00000019428	
ENSMUSG00000005763	
ENSMUSG00000079389	
ENSMUSG00000086228	
ENSMUSG00000091022	
ENSMUSG00000041360	
ENSMUSG00000005763	
ENSMUSG00000086228	
ENSMUSG00000019428	
ENSMUSG00000041360	
ENSMUSG00000041360	
ENSMUSG00000041360	
ENSMUSG00000041360	
ENSMUSG00000047067	NM_175118
ENSMUSG00000041360	
ENSMUSG00000095056	
ENSMUSG00000041360	
ENSMUSG00000095056	
ENSMUSG00000097251	
ENSMUSG00000041360	
ENSMUSG00000053768	
ENSMUSG00000094578	
ENSMUSG00000019428	
ENSMUSG00000118799	
ENSMUSG00000041360	
ENSMUSG00000091494	
ENSMUSG00000019428	
ENSMUSG00000091185	
ENSMUSG00000079383	
ENSMUSG00000019428	
ENSMUSG00000115287	
ENSMUSG00000019428	
ENSMUSG00000115065	
ENSMUSG00000091707	
ENSMUSG00000070002	
ENSMUSG00000026455	
ENSMUSG00000079267	NM_001374091
ENSMUSG00000022801	NM_001081255
ENSMUSG00000030729	NM_027629
ENSMUSG00000079267	
ENSMUSG00000092144	
ENSMUSG00000022801	NM_001310672
ENSMUSG00000030729	
ENSMUSG00000090716	
ENSMUSG00000022801	NM_001310673
ENSMUSG00000030729	
ENSMUSG00000094370	
ENSMUSG00000094370	
ENSMUSG00000022801	
ENSMUSG00000030729	
ENSMUSG00000094370	
ENSMUSG00000004187	NM_001358909
ENSMUSG00000004187	NM_001416302
ENSMUSG00000004187	NM_001416290
ENSMUSG00000004187	NM_001358910
ENSMUSG00000004187	NM_001416301
ENSMUSG00000004187	NM_001416303
ENSMUSG00000004187	NM_001416308
ENSMUSG00000004187	NM_001416305
ENSMUSG00000004187	NM_001416306
ENSMUSG00000004187	NM_001416307
ENSMUSG00000004187	NM_001416296
ENSMUSG00000022801	
ENSMUSG00000031371	NM_028633
ENSMUSG00000089987	
ENSMUSG00000096839	
ENSMUSG00000031371	NM_207104
ENSMUSG00000070002	NM_007924
ENSMUSG00000022801	
ENSMUSG00000004187	
ENSMUSG00000022801	NM_001310674
ENSMUSG00000031371	
ENSMUSG00000019139	
ENSMUSG00000022801	
ENSMUSG00000095295	
ENSMUSG00000022801	
ENSMUSG00000019139	
ENSMUSG00000095295	NM_001256885
ENSMUSG00000095295	NM_001379607
ENSMUSG00000022801	
ENSMUSG00000022801	
ENSMUSG00000116576	
ENSMUSG00000090363	
ENSMUSG00000094929	
ENSMUSG00000004187	NM_001416297
ENSMUSG00000004187	NM_010630
ENSMUSG00000004187	NM_001416304
ENSMUSG00000004187	NM_001358911
ENSMUSG00000004187	NM_001416300
ENSMUSG00000004187	NM_001358912
ENSMUSG00000004187	NM_001416298
ENSMUSG00000004187	NM_001416299
ENSMUSG00000097853	
ENSMUSG00000096023	
ENSMUSG00000034122	
ENSMUSG00000096470	
ENSMUSG00000092027	
ENSMUSG00000107520	
ENSMUSG00000046716	
ENSMUSG00000019139	
ENSMUSG00000031375	
ENSMUSG00000046716	NM_134229
ENSMUSG00000118408	
ENSMUSG00000079271	NM_001358038
ENSMUSG00000024319	NM_001357330
ENSMUSG00000024319	NM_172620
ENSMUSG00000024319	NM_001379411
ENSMUSG00000024319	NM_001379410
ENSMUSG00000024319	NM_001357329
ENSMUSG00000052790	
ENSMUSG00000004187	
ENSMUSG00000091031	
ENSMUSG00000090772	
ENSMUSG00000024319	
ENSMUSG00000004187	
ENSMUSG00000093945	
ENSMUSG00000093945	
ENSMUSG00000004187	
ENSMUSG00000090476	
ENSMUSG00000024319	
ENSMUSG00000091792	
ENSMUSG00000024319	
ENSMUSG00000079273	
ENSMUSG00000091960	
ENSMUSG00000024319	
ENSMUSG00000030393	NM_009577
ENSMUSG00000110232	
ENSMUSG00000092152	NM_001378714
ENSMUSG00002075759	
ENSMUSG00000047031	
ENSMUSG00002076305	
ENSMUSG00000024319	
ENSMUSG00000069565	NM_133188
ENSMUSG00000019139	NM_023627
ENSMUSG00000047031	
ENSMUSG00000024319	
ENSMUSG00000047031	
ENSMUSG00000084601	
ENSMUSG00000019139	
ENSMUSG00000033837	NM_007989
ENSMUSG00000092512	
ENSMUSG00000047031	
ENSMUSG00000033837	
ENSMUSG00000047031	NM_001172072
ENSMUSG00000118084	
ENSMUSG00000028873	NM_026560
ENSMUSG00000019139	
ENSMUSG00000093595	
ENSMUSG00000026455	NM_001421134
ENSMUSG00000026455	NM_153128
ENSMUSG00000069565	NM_001122605
ENSMUSG00000028873	
ENSMUSG00000019139	
ENSMUSG00000095360	
ENSMUSG00000019139	
ENSMUSG00000019139	
ENSMUSG00000022948	
ENSMUSG00000095360	
ENSMUSG00000093898	
ENSMUSG00000095113	
ENSMUSG00000091754	
ENSMUSG00000028873	
ENSMUSG00000053768	NM_025336
ENSMUSG00000053768	NM_001355667
ENSMUSG00000028873	
ENSMUSG00000026455	NM_001311136
ENSMUSG00000096685	
ENSMUSG00000028873	
ENSMUSG00000026455	
ENSMUSG00000069565	NM_001378995
ENSMUSG00000069565	NM_001122604
ENSMUSG00000090691	
ENSMUSG00000028873	
ENSMUSG00000026455	
ENSMUSG00000026455	NM_001421130
ENSMUSG00000090691	NM_001374143
ENSMUSG00000090691	NM_001374149
ENSMUSG00000090691	NM_001374145
ENSMUSG00000090691	NM_001374148
ENSMUSG00000090691	NM_001374146
ENSMUSG00000090691	NM_001374144
ENSMUSG00000090691	NM_001374150
ENSMUSG00000090691	NM_001374147
ENSMUSG00000090691	
ENSMUSG00000090691	
ENSMUSG00000069565	
ENSMUSG00000044730	
ENSMUSG00000044730	
ENSMUSG00000053768	
ENSMUSG00000042229	NM_145510
ENSMUSG00000094021	
ENSMUSG00000094021	
ENSMUSG00000077202	
ENSMUSG00000053768	
ENSMUSG00000044730	
ENSMUSG00000096712	
ENSMUSG00000094021	
ENSMUSG00000031375	NM_007542
ENSMUSG00000031375	NM_001411776
ENSMUSG00000069565	
ENSMUSG00000053768	
ENSMUSG00000094021	
ENSMUSG00000101955	
ENSMUSG00000044730	
ENSMUSG00000031375	
ENSMUSG00000069565	
ENSMUSG00000096183	
ENSMUSG00000053768	
ENSMUSG00000031375	
ENSMUSG00000098672	
ENSMUSG00000046367	NM_001145300
ENSMUSG00000046367	NM_001291015
ENSMUSG00000087672	
ENSMUSG00000053768	
ENSMUSG00000031375	
ENSMUSG00000053768	
ENSMUSG00000091472	NM_001378725
ENSMUSG00000046367	
ENSMUSG00000031375	
ENSMUSG00000091472	
ENSMUSG00000053768	
ENSMUSG00000031375	
ENSMUSG00000091472	
ENSMUSG00000046367	
ENSMUSG00000091472	
ENSMUSG00000091472	
ENSMUSG00000053768	
ENSMUSG00000091617	
ENSMUSG00000085847	
ENSMUSG00000106676	
ENSMUSG00000087777	
ENSMUSG00000082217	
ENSMUSG00000044730	NM_177573
ENSMUSG00000044730	NM_001355603
ENSMUSG00000044730	NM_001355605
ENSMUSG00000107497	
ENSMUSG00000107497	
ENSMUSG00000044730	
ENSMUSG00000091617	NM_001374192
ENSMUSG00000091617	NM_001374193
ENSMUSG00000091617	NM_001374191
ENSMUSG00000091617	NM_001374194
ENSMUSG00000044730	
ENSMUSG00000022948	
ENSMUSG00000091617	NM_001374190
ENSMUSG00000087011	
ENSMUSG00000091227	
ENSMUSG00000115801	
ENSMUSG00000022948	
ENSMUSG00000063457	NM_009091
ENSMUSG00000063457	NM_001310726
ENSMUSG00000092165	
ENSMUSG00000092165	
ENSMUSG00000092165	
ENSMUSG00000092165	
ENSMUSG00000072594	
ENSMUSG00000022948	
ENSMUSG00000022948	
ENSMUSG00000121410	
ENSMUSG00000121410	
ENSMUSG00000022948	
ENSMUSG00000022948	
ENSMUSG00000091605	
ENSMUSG00000028871	NM_138683
ENSMUSG00000090736	
ENSMUSG00000093949	
ENSMUSG00000028871	
ENSMUSG00000022948	NM_001417127
ENSMUSG00000022948	NM_001417130
ENSMUSG00000022948	NM_001417129
ENSMUSG00000022948	NM_001417128
ENSMUSG00000091453	
ENSMUSG00000070003	NM_001372475
ENSMUSG00000070003	NM_001372469
ENSMUSG00000070003	NM_133772
ENSMUSG00000070003	NM_001372472
ENSMUSG00000070003	NM_001372471
ENSMUSG00000070003	NM_001372470
ENSMUSG00000070003	NM_001372468
ENSMUSG00000070003	NM_001372473
ENSMUSG00000033819	NM_033371
ENSMUSG00000033819	NM_001358933
ENSMUSG00000022948	NM_001417122
ENSMUSG00000022948	NM_001417126
ENSMUSG00000022948	NM_001417121
ENSMUSG00000022948	NM_001417131
ENSMUSG00000022948	NM_001417125
ENSMUSG00000022948	NM_001417124
ENSMUSG00000022948	NM_001417123
ENSMUSG00000022948	NM_145482
ENSMUSG00000033819	
ENSMUSG00000026269	NM_181405
ENSMUSG00000022948	
ENSMUSG00000091923	
ENSMUSG00000022948	
ENSMUSG00000091923	NM_001162954
ENSMUSG00000091923	
ENSMUSG00000022948	
ENSMUSG00000028869	
ENSMUSG00000022948	
ENSMUSG00000091923	
ENSMUSG00000070003	NM_001372478
ENSMUSG00000070003	NM_001372477
ENSMUSG00000070003	NM_001372476
ENSMUSG00000070003	NM_001372479
ENSMUSG00000022948	
ENSMUSG00000115321	
ENSMUSG00000022948	
ENSMUSG00000114250	
ENSMUSG00000020900	NM_175260
ENSMUSG00000022948	
ENSMUSG00000026269	
ENSMUSG00000091110	
ENSMUSG00000022948	
ENSMUSG00000026269	
ENSMUSG00000091110	
ENSMUSG00000091110	
ENSMUSG00000117317	
ENSMUSG00000026269	
ENSMUSG00000091110	NM_001374124
ENSMUSG00000091110	NM_001374125
ENSMUSG00000033819	
ENSMUSG00000051483	
ENSMUSG00000026269	
ENSMUSG00000091110	
ENSMUSG00000091110	
ENSMUSG00000033819	
ENSMUSG00000051483	
ENSMUSG00000091110	
ENSMUSG00000020900	
ENSMUSG00000091110	
ENSMUSG00000070003	
ENSMUSG00000033819	
ENSMUSG00000020900	
ENSMUSG00000026269	
ENSMUSG00000070003	
ENSMUSG00000033819	
ENSMUSG00000020900	
ENSMUSG00000070003	
ENSMUSG00000033819	
ENSMUSG00000094925	NM_001374762
ENSMUSG00000026269	
ENSMUSG00000020900	
ENSMUSG00000033819	
ENSMUSG00000020900	
ENSMUSG00000033819	
ENSMUSG00000051483	NM_007620
ENSMUSG00000070003	
ENSMUSG00000120401	
ENSMUSG00000026269	
ENSMUSG00000020900	
ENSMUSG00000051483	
ENSMUSG00000026269	
ENSMUSG00000070003	
ENSMUSG00000026269	
ENSMUSG00000090440	NM_001358037
ENSMUSG00000082815	
ENSMUSG00000070003	
ENSMUSG00000026269	
ENSMUSG00000090440	
ENSMUSG00000070003	
ENSMUSG00000020900	
ENSMUSG00000026269	
ENSMUSG00000109777	
ENSMUSG00000100632	
ENSMUSG00002075754	
ENSMUSG00000070003	
ENSMUSG00000118512	
ENSMUSG00000028869	NM_145552
ENSMUSG00000020900	
ENSMUSG00000091477	
ENSMUSG00000091477	
ENSMUSG00000070003	
ENSMUSG00000091477	
ENSMUSG00000091477	NM_001374186
ENSMUSG00000070003	
ENSMUSG00000091477	
ENSMUSG00000028869	
ENSMUSG00000091477	
ENSMUSG00000020900	
ENSMUSG00000028869	
ENSMUSG00000091477	
ENSMUSG00000070003	
ENSMUSG00000028869	
ENSMUSG00000091477	
ENSMUSG00000022947	NM_173047
ENSMUSG00000070003	
ENSMUSG00000028869	
ENSMUSG00000091400	
ENSMUSG00000080934	
ENSMUSG00000070003	
ENSMUSG00000095044	NM_001374187
ENSMUSG00000022947	
ENSMUSG00000110030	
ENSMUSG00000092142	NM_001378406
ENSMUSG00000025158	
ENSMUSG00000115050	
ENSMUSG00000049988	
ENSMUSG00000115394	
ENSMUSG00000115675	
ENSMUSG00000091911	
ENSMUSG00000115619	
ENSMUSG00000115844	
ENSMUSG00000115659	
ENSMUSG00000115659	
ENSMUSG00000049988	NM_153074
ENSMUSG00000115659	
ENSMUSG00000115659	
ENSMUSG00000115659	
ENSMUSG00000115354	
ENSMUSG00000022546	
ENSMUSG00000038508	NM_011819
ENSMUSG00000089654	
ENSMUSG00000038508	NM_001330687
ENSMUSG00000042707	NM_175223
ENSMUSG00000020135	NM_001372238
ENSMUSG00000020135	NM_001372237
ENSMUSG00000091700	
ENSMUSG00000041740	NM_001302448
ENSMUSG00000091700	
ENSMUSG00000091700	
ENSMUSG00000091700	
ENSMUSG00000025158	NM_009053
ENSMUSG00000091700	
ENSMUSG00000090872	
ENSMUSG00000091740	
ENSMUSG00000050213	NM_001356560
ENSMUSG00000050213	NM_175246
ENSMUSG00000000869	
ENSMUSG00000091131	NM_001378731
ENSMUSG00000091116	
ENSMUSG00000020135	
ENSMUSG00000026854	NM_028846
ENSMUSG00000050213	
ENSMUSG00000095490	
ENSMUSG00000020135	
ENSMUSG00000086342	
ENSMUSG00000091757	
ENSMUSG00000090947	
ENSMUSG00000026854	
ENSMUSG00000021313	NM_023868
ENSMUSG00000094349	
ENSMUSG00000020135	
ENSMUSG00000026854	
ENSMUSG00000091286	
ENSMUSG00000090396	
ENSMUSG00000041740	NM_001302449
ENSMUSG00000000869	
ENSMUSG00000091961	
ENSMUSG00000020135	
ENSMUSG00000056204	NM_023217
ENSMUSG00000026854	
ENSMUSG00000000869	
ENSMUSG00000091733	
ENSMUSG00000056204	
ENSMUSG00000020135	NM_001372239
ENSMUSG00000020135	NM_001372240
ENSMUSG00000020135	NM_001372241
ENSMUSG00000020135	NM_011789
ENSMUSG00000021313	
ENSMUSG00000021313	
ENSMUSG00000026854	
ENSMUSG00000021313	
ENSMUSG00000096446	
ENSMUSG00000021313	
ENSMUSG00000021313	
ENSMUSG00000026854	
ENSMUSG00000041740	NM_016698
ENSMUSG00000090389	
ENSMUSG00000026854	
ENSMUSG00000021313	
ENSMUSG00000056204	
ENSMUSG00000000869	NM_021283
ENSMUSG00000041740	
ENSMUSG00000021313	
ENSMUSG00000021313	
ENSMUSG00000115262	
ENSMUSG00000021313	
ENSMUSG00000026854	
ENSMUSG00000090657	
ENSMUSG00000041740	
ENSMUSG00000026854	
ENSMUSG00000090796	
ENSMUSG00000021313	
ENSMUSG00000056204	
ENSMUSG00000020133	NM_025521
ENSMUSG00000022546	
ENSMUSG00000090385	
ENSMUSG00000031376	NM_001310537
ENSMUSG00000061232	NM_001347346
ENSMUSG00000056204	
ENSMUSG00000021313	
ENSMUSG00000026854	
ENSMUSG00000022546	
ENSMUSG00000056204	
ENSMUSG00000021313	
ENSMUSG00000094784	
ENSMUSG00000041740	
ENSMUSG00000026854	
ENSMUSG00000031376	NM_177236
ENSMUSG00000121404	
ENSMUSG00000056204	
ENSMUSG00000041740	
ENSMUSG00000076746	
ENSMUSG00000121404	
ENSMUSG00000041740	
ENSMUSG00000056204	
ENSMUSG00000026854	
ENSMUSG00000114544	
ENSMUSG00000076750	
ENSMUSG00000022546	NM_182805
ENSMUSG00000031376	
ENSMUSG00000061232	
ENSMUSG00000090634	NM_001374185
ENSMUSG00000090634	NM_001374184
ENSMUSG00000061232	
ENSMUSG00000041740	
ENSMUSG00000091682	
ENSMUSG00000041740	
ENSMUSG00000091815	
ENSMUSG00000022546	
ENSMUSG00000061232	
ENSMUSG00000041740	
ENSMUSG00000083875	
ENSMUSG00000022546	
ENSMUSG00000118463	
ENSMUSG00000090713	NM_001378715
ENSMUSG00000061232	
ENSMUSG00000022546	
ENSMUSG00000028863	NM_001290701
ENSMUSG00000091832	
ENSMUSG00000091481	
ENSMUSG00000022546	
ENSMUSG00000022546	
ENSMUSG00000028863	NM_027310
ENSMUSG00000022546	
ENSMUSG00000026270	NM_011796
ENSMUSG00000028863	
ENSMUSG00000020131	
ENSMUSG00000030655	NM_001031814
ENSMUSG00000061232	NM_001001892
ENSMUSG00000061232	NM_001403363
ENSMUSG00000061232	NM_001403362
ENSMUSG00000028863	
ENSMUSG00000026270	
ENSMUSG00000061232	
ENSMUSG00000026270	
ENSMUSG00000021431	
ENSMUSG00000061232	
ENSMUSG00000028863	NM_001374123
ENSMUSG00000095384	NM_027940
ENSMUSG00000090788	
ENSMUSG00000028863	
ENSMUSG00000061232	
ENSMUSG00000121405	
ENSMUSG00000026270	
ENSMUSG00000115213	
ENSMUSG00000061232	
ENSMUSG00000021431	
ENSMUSG00000028863	
ENSMUSG00000019080	NM_027122
ENSMUSG00000026270	
ENSMUSG00000093863	NM_001378646
ENSMUSG00000061232	
ENSMUSG00000028863	
ENSMUSG00000093926	
ENSMUSG00000019080	
ENSMUSG00000026270	
ENSMUSG00000031383	NM_029352
ENSMUSG00000096904	
ENSMUSG00000061232	
ENSMUSG00000026270	
ENSMUSG00000019080	
ENSMUSG00000061232	
ENSMUSG00000019080	
ENSMUSG00000121457	
ENSMUSG00000026271	
ENSMUSG00000031848	NM_015816
ENSMUSG00000031848	NM_001359042
ENSMUSG00000061232	
ENSMUSG00000031848	
ENSMUSG00000026271	
ENSMUSG00000061232	
ENSMUSG00000061232	
ENSMUSG00000031848	
ENSMUSG00000121457	
ENSMUSG00000118082	
ENSMUSG00000031848	
ENSMUSG00000031848	
ENSMUSG00000121457	
ENSMUSG00000080058	
ENSMUSG00000042677	NM_153159
ENSMUSG00000015880	NM_019438
ENSMUSG00000095371	
ENSMUSG00000080058	
ENSMUSG00000091099	
ENSMUSG00000090635	
ENSMUSG00000026271	NM_001104529
ENSMUSG00000090731	
ENSMUSG00000042677	
ENSMUSG00000110622	NM_001370847
ENSMUSG00000110622	NM_001370846
ENSMUSG00000026271	
ENSMUSG00000114402	
ENSMUSG00000026271	NM_001271766
ENSMUSG00000087010	
ENSMUSG00000094954	
ENSMUSG00000090481	
ENSMUSG00000093833	NM_001378709
ENSMUSG00000095551	NM_001378711
ENSMUSG00000026271	NM_001412853
ENSMUSG00000026271	NM_022320
ENSMUSG00000094157	
ENSMUSG00000095026	NM_001195253
ENSMUSG00000094157	NM_001403667
ENSMUSG00000095026	
ENSMUSG00000094157	
ENSMUSG00000094157	
ENSMUSG00000092148	NM_001378713
ENSMUSG00000090690	NM_001378733
ENSMUSG00000021431	NM_026382
ENSMUSG00000030655	
ENSMUSG00000095318	
ENSMUSG00000015880	
ENSMUSG00000095318	
ENSMUSG00000015880	
ENSMUSG00000095318	
ENSMUSG00000029763	NM_009148
ENSMUSG00000030655	
ENSMUSG00000021431	
ENSMUSG00000095318	
ENSMUSG00000030655	
ENSMUSG00000095318	
ENSMUSG00000030655	
ENSMUSG00000021431	
ENSMUSG00000030655	
ENSMUSG00000091814	
ENSMUSG00000015880	
ENSMUSG00000021431	
ENSMUSG00000015880	
ENSMUSG00000015880	
ENSMUSG00000001985	NM_001081097
